cuit,razon_social,fecha_hora_contrato_social,tipo_societario,fecha_hora_actualizacion,numero_inscripcion,dom_fiscal_provincia,dom_fiscal_localidad,dom_fiscal_calle,dom_fiscal_numero,dom_fiscal_piso,dom_fiscal_departamento,dom_fiscal_cp,dom_fiscal_estado_domicilio,dom_legal_provincia,dom_legal_localidad,dom_legal_calle,dom_legal_numero,dom_legal_piso,dom_legal_departamento,dom_legal_cp,dom_legal_estado_domicilio,actividad_codigo,actividad_descripcion,actividad_orden,actividad_estado,actividad_vigencia
30500459677,LA PRENSA MEDICA ARGENTINA SOCIEDAD DE RESPONSABILIDAD LIMITADA,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,JUNIN,845,,, 1113,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,JUNIN,845,,, 1113,NO CONFIRMADO,,,,,
30500462368,COAGRA SOCIEDAD EN COMANDITA POR ACCIONES,1966-11-30-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-01-01-09:41,,BUENOS AIRES,WILDE,NICASIO ORO#O,6268,,, 1875,NO CONFIRMADO,BUENOS AIRES,WILDE,NICASIO ORO#O,6268,,, 1875,NO CONFIRMADO,,,,,
30500465197,IMPRESORA BUENOS AIRES SRL,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:46,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BAHIA BLANCA,1809,PB,A, 1407,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BAHIA BLANCA,1809,PB,A, 1407,NO CONFIRMADO,,,,,
30500465642,ENCUADERNACION CAPELLI S R L,1974-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-05-25-08:08,,BUENOS AIRES,LANUS,JUAN PIÑEIRO,472,,, 1824,DECLARADO,BUENOS AIRES,LANUS,JUAN PIÑEIRO,472,,, 1824,DECLARADO,,,,,
30500466185,TALLEGRAF SCA,1967-05-26-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-11-15-14:39,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARISTOBULO DEL VALLE,726,,, 1165,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARISTOBULO DEL VALLE,726,,, 1165,NO CONFIRMADO,,,,,
30500466703,TALLERES GRAFICOS LA MONEDA SOCIEDAD ANONIMA INDUSTRIAL COMERCIAL Y FINANCIERA,1978-03-06-00:00,SOCIEDAD ANONIMA,2024-04-16-12:02,,CORDOBA,LEONES,AV LIBERTADOR,1501,,, 2594,DECLARADO,CORDOBA,LEONES,AVDA DEL LIBERTADOR,1517,,, 2594,DECLARADO,,,,,
30500470484,ARTES GRAFICAS MOMOFER S R L,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-10:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ERCILLA,5521,,, 1408,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ERCILIA,5521,,, 1408,NO CONFIRMADO,,,,,
30500475125,HECTOR ASSANDRI SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL,1974-01-08-00:00,SOCIEDAD ANONIMA,2024-02-22-13:52,,BUENOS AIRES,AVELLANEDA,ENTRE RIOS,1102,,, 1870,NO NOTIFICADO,BUENOS AIRES,AVELLANEDA,ENTRE RIOS,1102,,, 1870,NO CONFIRMADO,,,,,
30500477349,SINDICATO GRAFICO PLATENSE,1941-01-28-00:00,ASOCIACION CIVIL,2024-01-04-07:00,,BUENOS AIRES,LA PLATA SUDESTE CALLE 50 AMBAS VEREDAS,6,1174,,, 1900,NO CONFIRMADO,BUENOS AIRES,LA PLATA,6,1174,,, 1900,NO CONFIRMADO,,,,,
30500478027,MARINELLI Y COMPA#IA SH,1965-03-22-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2022-06-14-18:15,,SANTA FE,ROSARIO NORTE,RIOJA,4081,,, 2000,DECLARADO,SANTA FE,ROSARIO,RIOJA,4081,,, 2000,NO CONFIRMADO,,,,,
30500482709,ASOCIACION CRISTIANA DE DIRIGENTES DE EMPRESA,1961-02-07-00:00,ASOCIACION CIVIL,2024-03-18-04:31,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARAGUAY,580,2,, 1057,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARAGUAY,580,2,, 1057,DECLARADO POR INTERNET,,,,,
30500483004,EDICIONES RECORD S C A,1901-01-01-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-01-01-10:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PELLEGRINI CARLOS,755,04,, 1009,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PELLEGRINI CARLOS,755,04,, 1009,NO CONFIRMADO,,,,,
30500483551,EDITORIAL COYUNTURA S A,1969-04-24-00:00,SOCIEDAD ANONIMA,2024-05-21-13:45,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MITRE BARTOLOME,648,8,B, 1036,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MITRE BARTOLOME,648,8,B, 1036,DECLARADO POR INTERNET,,,,,
30500483861,ORGANIZACION PERIODISTICA CAR S A,1968-03-04-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIAMONTE,927,01,, 1053,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIAMONTE,927,01,, 1053,NO CONFIRMADO,,,,,
30500483934,PRENSA DEL OESTE S A C I F,1969-01-06-00:00,SOCIEDAD ANONIMA,2024-02-22-13:41,,MENDOZA,MENDOZA,AVDA  SAN MARTIN,947,,, 5500,NO CONFIRMADO,MENDOZA,MENDOZA,AVDA  SAN MARTIN,947,,, 5500,NO CONFIRMADO,,,,,
30500484094,OFFSET SUD SOCIEDAD ANONIMA,1969-01-01-12:00,SOCIEDAD ANONIMA,2024-10-14-20:34,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PEREYRA,1680,,, 1237,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PEREYRA,1680,,, 1237,DECLARADO,,,,,
30500484302,L S 4 RADIO CONTINENTAL S A,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-11-11-14:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GORRITI,5995,,, 1414,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALEM LEANDRO N. AV.,720,,, 1001,DECLARADO,,,,,
30500486380,RADIODIFUSORA TANDIL S R L,1967-09-11-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-10:53,,BUENOS AIRES,TANDIL,GENERAL RODRIGUEZ,762,P.A.,, 7000,CONFIRMADO,BUENOS AIRES,TANDIL,GENERAL RODRIGUEZ,762,,, 7000,NO CONFIRMADO,,,,,
30500487379,T V MAR DEL PLATA SOCIEDAD ANONIMA,1965-07-23-00:00,SOCIEDAD ANONIMA,2024-11-01-18:03,,BUENOS AIRES,MAR DEL PLATA NORTE,AV.INDEPENDENCIA,1163,,, 7600,CONFIRMADO,BUENOS AIRES,MAR DEL PLATA,AV INDEPENDENCIA,1163,,, 7600,NO CONFIRMADO,,,,,
30500487514,RIVOLIN HNOS SRL,1960-06-10-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-27-10:45,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SALTA,236,,, 1074,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SALTA,236,,, 1074,NO CONFIRMADO,,,,,
30500490515,KAPELUSZ REVISTAS S A I C,1964-08-07-00:00,SOCIEDAD ANONIMA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MORENO,376,2,031, 1091,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MORENO,376,2,031, 1091,NO CONFIRMADO,,,,,
30500491368,FUNDACION PACINTER,1966-06-22-00:00,FUNDACION,2024-01-01-09:41,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TALCAHUANO,860,01,C, 1013,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TALCAHUANO,860,01,C, 1013,NO CONFIRMADO,,,,,
30500492283,ASOCIACION DE ENTIDADES PERIODISTICAS ARGENTINAS,1966-08-15-00:00,ASOCIACION CIVIL,2024-03-15-11:50,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CHACABUCO,314,03,, 1069,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CHACABUCO,314,03,, 1069,NO CONFIRMADO,,,,,
30500495630,DEUTSCHE PRESSE AGENTUR GMBH,1988-12-02-13:00,SOCIEDAD EXTRANJERA,2024-06-02-04:15,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,UGARTE MANUEL,2548,7,B, 1428,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,UGARTE MANUEL,2548,7,B, 1428,DECLARADO POR INTERNET,,,,,
30500496483,EDITORIAL FOTO MUNDO S R L,1969-06-06-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MAIPU,671,05,, 1006,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MAIPU,671,05,, 1006,NO CONFIRMADO,,,,,
30500500170,L T 11 RADIO GENERAL FRANCISCO RAMIREZ,1971-01-01-00:00,SOCIEDAD DEL ESTADO,2022-05-30-14:53,,ENTRE RIOS,CONCEPCION DEL URUGUAY,O LEGUIZAMON,269,,, 3260,CONFIRMADO,ENTRE RIOS,CONCE.D.URUGUAY,O LEGUIZAMON,269,,, 3260,CONFIRMADO,,,,,
30500505504,EDITORIAL NAHUEL S A,1966-07-22-00:00,SOCIEDAD ANONIMA,2022-06-14-18:38,,SAN LUIS,SAN LUIS,JUNIN,741,,, 5700,NO CONFIRMADO,SAN LUIS,SAN LUIS,JUNIN,741,,, 5700,NO CONFIRMADO,,,,,
30500510346,CASA LUFFT S R L,1947-10-31-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2022-05-30-14:53,,SANTA FE,ROSARIO NORTE,SANTA FE,1080,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,SANTA FE,1080,,, 2000,NO CONFIRMADO,,,,,
30500513795,EDITORIAL PIATTI S A C I F I,1962-09-14-00:00,SOCIEDAD ANONIMA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIEL,1841,,, 1424,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIEL,1841,,, 1424,NO CONFIRMADO,,,,,
30500513930,ARLIMETAL SOCIEDAD EN COMANDITA POR ACCIONES,1966-03-08-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-11-01-12:10,,BUENOS AIRES,CIUDADELA,FELIX BALLESTER,357,,, 1702,DECLARADO,BUENOS AIRES,CIUDADELA,FELIX BALLESTER,357,,, 1702,DECLARADO,,,,,
30500514090,COLMEGNA SA,1967-08-26-00:00,SOCIEDAD ANONIMA,2022-06-14-18:57,,SANTA FE,SANTA FE,SAN MARTIN,2546,,, 3000,INEXISTENTE - DESCONOCIDO,SANTA FE,SANTA FE,SAN MARTIN,2546,,, 3000,NO CONFIRMADO,,,,,
30500515151,TINGRAF S A C I F I,1967-11-22-00:00,SOCIEDAD ANONIMA,2024-02-22-13:41,,BUENOS AIRES,SAN MARTIN,102 ( EX INDUSTRIA ),4939,,, 1650,DECLARADO,BUENOS AIRES,SAN MARTIN,INDUSTRIA,4939,,, 1650,NO CONFIRMADO,,,,,
30500515771,NIHUIL S A,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-11-06-10:34,,MENDOZA,LAS HERAS,M A SAEZ,2421,,, 5539,CONFIRMADO,MENDOZA,LAS HERAS,M A SAEZ,2421,,, 5539,CONFIRMADO,,,,,
30500518053,VEGA SOCIEDAD EN COMANDITA POR ACCIONES,1968-12-28-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-02-22-13:38,,BUENOS AIRES,MAR DEL PLATA NORTE,BOLIVAR,3702,,, 7600,NO CONFIRMADO,BUENOS AIRES,MAR DEL PLATA,BOLIVAR,3702,,, 7600,NO CONFIRMADO,,,,,
30500524959,BIANCHETTI S A I C I E F,1955-06-30-00:00,SOCIEDAD ANONIMA,2024-02-22-13:53,,SANTA FE,CASILDA,MITRE,2852,,, 2170,NO NOTIFICADO,SANTA FE,CASILDA,MITRE,2852,,, 2170,NO CONFIRMADO,,,,,
30500525181,CASTELAR S A I A,1941-12-29-00:00,SOCIEDAD ANONIMA,2024-01-01-11:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA ADOLFO,1439,,, 1088,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA,1439,,, 1088,NO CONFIRMADO,,,,,
30500525254,SELSA SOC ANON INDUSTRIAL COMERCIAL FINANCIERA E INMOBILIARIA,1920-08-05-12:00,SOCIEDAD ANONIMA,2024-01-01-10:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA CRUZ,140,,, 1282,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA CRUZ,140,,, 1282,NO CONFIRMADO,,,,,
30500525327,TOPPER ARGENTINA S.A.,1901-01-01-10:43,SOCIEDAD ANONIMA,2024-09-30-15:05,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CALIFORNIA,2731,PB,, 1289,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CALIFORNIA,2731,1°,, 1289,DECLARADO POR INTERNET,,,,,
30500525874,TALLERES COGHLAN S A ARGENTINA CONSTRUCTORA DE MAQUINAS,1942-06-09-00:00,SOCIEDAD ANONIMA,2024-02-22-13:39,,BUENOS AIRES,MUNRO,VELEZ SARSFIELD,5700,,, 1605,NO CONFIRMADO,BUENOS AIRES,MUNRO,VELEZ SARSFIELD,5700,,, 1605,NO CONFIRMADO,,,,,
30500526005,SUCESION MIGUEL MIRANDA S A I C,1961-07-11-00:00,SOCIEDAD ANONIMA,2024-02-22-13:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERU,263,09,, 1067,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERU,263,09,, 1067,NO CONFIRMADO,,,,,
30500526552,ROCA ARGENTINA SOCIEDAD ANONIMA,1955-12-26-00:00,SOCIEDAD ANONIMA,2024-01-01-11:17,,BUENOS AIRES,LANUS,CAMINO GRAL BELGRANO,2873,,, 1824,CONFIRMADO,BUENOS AIRES,LANUS,CAMINO GRAL BELGRANO,2873,,, 1824,NO CONFIRMADO,,,,,
30500526625,CHACO S A I C,1960-06-27-00:00,SOCIEDAD ANONIMA,2024-01-01-09:41,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORREA,2641,,, 1429,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORREA,2641,,, 1429,NO CONFIRMADO,,,,,
30500526935,RIGOLLEAU SA,1906-11-15-00:00,SOCIEDAD ANONIMA,2024-09-20-02:45,,BUENOS AIRES,BERAZATEGUI,LISANDRO DE LA TORRE,1651,,, 1884,DECLARADO,BUENOS AIRES,BERAZATEGUI,LISANDRO DE LA TORRE,1651,,, 1884,NO CONFIRMADO,,,,,
30500527095,COMPA#IA AZUCARERA DEL NORTE S A,1935-08-15-00:00,SOCIEDAD ANONIMA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AV.,990,04,, 1092,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AVDA.,990,04,, 1092,NO CONFIRMADO,,,,,
30500527168,SUDAMTEX S A TEXTIL SUDAMERICANA,1934-07-12-00:00,SOCIEDAD ANONIMA,2024-01-01-09:41,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GIRARDOT,1560,,, 1427,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GIRARDOT,1560,,, 1427,NO CONFIRMADO,,,,,
30500527230,PHILIPS ARGENTINA SOCIEDAD ANONIMA,1935-06-13-00:00,SOCIEDAD ANONIMA,2024-10-10-14:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,POSTA,4789,,, 1430,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VEDIA,3892,,, 1430,NO CONFIRMADO,,,,,
30500527540,CIABASA S A,1942-07-15-00:00,SOCIEDAD ANONIMA,2024-01-01-10:53,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LIBERTADOR DEL AV.,602,22,, 1001,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV DEL LIBERTADOR,602,22,, 1001,NO CONFIRMADO,,,,,
30500528229,BOZZI HNOS  S A,1961-04-10-00:00,SOCIEDAD ANONIMA,2024-01-01-11:01,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FIGUEROA ALCORTA AV.,3525,,, 1425,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FIGUEROA ALCORTA AV.,3525,,, 1425,NO CONFIRMADO,,,,,
30500528393,JUAN B ISTILART LTDA SA,1930-02-13-00:00,SOCIEDAD ANONIMA,2024-02-22-13:38,,BUENOS AIRES,TRES ARROYOS,BRANDSEN,736,,, 7500,DECLARADO,BUENOS AIRES,CHASCOMUS,HIPOLITO IRIGOYEN,687,,, 7130,NO CONFIRMADO,,,,,
30500528466,S A LANERA ARGENTINA ANTES SOULAS  ET ELLS S A,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,766,08,240, 1049,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,766,08,240, 1049,NO CONFIRMADO,,,,,
30500528849,GRUNBAUM RICO Y DAUCOURT S A I C Y F,1959-10-20-00:00,SOCIEDAD ANONIMA,2024-01-01-11:01,,BUENOS AIRES,PIÑEYRO,GORRITI,650,,, 1870,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SUIPACHA,211,24,B, 1008,DECLARADO,,,,,
30500528911,BODEGAS Y VI#EDOS CRILLON SAIC,1953-12-30-00:00,SOCIEDAD ANONIMA,2024-01-01-11:20,,BUENOS AIRES,ESCOBAR,RUTA PANAMERICA KM 5,0,,, 1625,NO CONFIRMADO,BUENOS AIRES,ESCOBAR,RUTA PANAMERICA KM 5,0,,, 1625,NO CONFIRMADO,,,,,
30500529071,SAINT-GOBAIN ARGENTINA SA,1938-10-25-11:00,SOCIEDAD ANONIMA,2024-11-11-15:29,,BUENOS AIRES,TIGRE,DR. LUIS GARCIA,695,5,, 1648,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,1,4,, 1049,DECLARADO POR INTERNET,,,,,
30500529144,INDUSTRIAS GANADERAS INGA S A I C I F,1959-12-03-00:00,SOCIEDAD ANONIMA,2024-01-01-10:58,,BUENOS AIRES,BERNAL,CNO GRAL BELGRANO KM,11500,,, 1876,NO CONFIRMADO,BUENOS AIRES,BERNAL,CNO GRAL BELGRANO KM,11500,,, 1876,NO CONFIRMADO,,,,,
30500529217,MARTIN Y CIA LTDA SA,1915-10-23-12:00,SOCIEDAD ANONIMA,2024-10-02-19:37,,SANTA FE,ROSARIO NORTE,ZUVIRIA,7344,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO NORTE,ZUVIRIA,7344,,, 2000,NO CONFIRMADO,,,,,
30500529454,AKZO NOBEL ARGENTINA S A,1965-11-09-00:00,SOCIEDAD ANONIMA,2024-10-01-16:22,,BUENOS AIRES,GARIN,PANMERICANA ACC NORTE,0,0,0, 1619,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LIBERTADOR DEL AV.,498,12,, 1001,DECLARADO,,,,,
30500529527,COMPANIA QUIMICA S A,1932-09-30-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALEM LEANDRO N. AV.,1110,13,, 1001,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SUIPACHA,664,02,, 1008,CONFIRMADO,,,,,
30500529691,SOCIEDAD MINERA PIRQUITAS PICCHETTI Y CIA S A,1934-12-27-00:00,SOCIEDAD ANONIMA,2024-01-01-11:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,596,13,, 1002,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,596,13,, 1002,NO CONFIRMADO,,,,,
30500530169,CRISTALUX S A,1984-02-24-00:00,SOCIEDAD ANONIMA,2024-01-01-11:01,,BUENOS AIRES,AVELLANEDA,AV HIPOLITO YRIGOYEN,2008,,, 1870,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URUGUAY,856,03,A, 1015,NO CONFIRMADO,,,,,
30500530479,MANUFACTURA ALGODONERA ARGENTINA S A,1924-10-09-00:00,SOCIEDAD ANONIMA,2024-11-01-18:45,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PUEYRREDON AV.,907,8,D, 1032,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALVAREZ THOMAS AVDA.,200,,, 1427,NO CONFIRMADO,,,,,
30500530851,LOMA NEGRA CIA INDUSTRIAL ARGENTINA SA,1926-03-01-00:00,SOCIEDAD ANONIMA,2024-11-07-10:03,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,"GRIERSON,CECILIA BOULEVARD",355,4,, 1107,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,"GRIERSON,CECILIA BOULEVARD",355,4,, 1107,DECLARADO POR INTERNET,,,,,
30500531157,CIDEC COMPAÑIA INDUSTRIAL DEL CUERO SOCIEDAD ANONIMA,1939-12-26-00:00,SOCIEDAD ANONIMA,2024-06-29-08:10,,BUENOS AIRES,VILLA SANTOS TESEI,AVENIDA VERGARA,1850,,, 1688,NO CONFIRMADO,BUENOS AIRES,MORON,AVENIDA VERGARA,1850,,, 1688,NO CONFIRMADO,,,,,
30500531467,HELLER IND Y COM S A,1945-05-24-00:00,SOCIEDAD ANONIMA,2024-02-22-13:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,1748,01,002, 1050,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,1748,01,002, 1050,NO CONFIRMADO,,,,,
30500531912,CRUZ ALTA SOCIEDAD ANONIMA,1920-11-05-00:00,SOCIEDAD ANONIMA,2022-06-14-18:57,,TUCUMAN,COLOMBRES,SAN MARTIN,81,,, 4111,DECLARADO,TUCUMAN,COLOMBRES,AV SAN MARTIN,81,,, 4111,DECLARADO,,,,,
30500532145,INTA INDUSTRIA TEXTIL ARGENTINA S. A.,1944-06-13-12:00,SOCIEDAD ANONIMA,2024-04-04-17:08,,BUENOS AIRES,SAN MARTIN,CALLE  54,5548,,, 1650,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,1309,4,B, 1055,DECLARADO POR INTERNET,,,,,
30500532382,FABRICAS SUDAMERICANAS DE ENVASES S A,1934-01-24-00:00,SOCIEDAD ANONIMA,2024-01-01-11:17,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,515,03,, 1002,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,515,03,, 1002,NO CONFIRMADO,,,,,
30500532528,INGACOR S A,1980-12-16-00:00,SOCIEDAD ANONIMA,2024-08-01-08:57,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FRAY J. SANTAMARIA DE ORO,2979,PB,C, 1425,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DEMARIA,4670,7,, 1425,DECLARADO POR INTERNET,,,,,
30500532692,SEDALANA S A C E I,1924-10-24-00:00,SOCIEDAD ANONIMA,2024-01-01-11:17,,BUENOS AIRES,MUNRO,LUIS MARIA DRAGO,5750,,, 1605,DECLARADO,BUENOS AIRES,MUNRO,LUIS MARIA DRAGO,5750,,, 1605,NO CONFIRMADO,,,,,
30500532838,INGENIO RIO GRANDE S A CIA ARG AGR E IND S. A.,1932-09-12-00:00,SOCIEDAD ANONIMA,2024-11-02-04:19,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,336,01,B, 1003,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,336,01,B, 1003,NO CONFIRMADO,,,,,
30500533443,FAMAC S R L,1960-11-22-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CHILE,1848,,, 1227,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CHILE,1848,,, 1227,NO CONFIRMADO,,,,,
30500533753,JOSE B COOK S R L,1956-09-28-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BRASIL 1829,0,,, 1260,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BRASIL 1829,0,,, 1260,NO CONFIRMADO,,,,,
30500534121,EUREKA SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL,1947-09-24-00:00,SOCIEDAD ANONIMA,2024-10-23-16:05,,BUENOS AIRES,SANTOS LUGARES,NEWTON,1671,,, 1676,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URIBURU JOSE E. PTE.,578,08,037, 1027,NO CONFIRMADO,,,,,
